transaction_id;account_id;customer_id;branch_id;transaction_date;currency_code;amount_original;amount_eur
1000432;820;820;14;2025-02-19;DKK;5820,29;831,47
1000439;1682;1682;44;2025-01-15;JPY;7449,41;46,74
1000448;1307;1307;14;2025-02-08;CHF;5270,08;5540,45
1000451;4667;4667;51;2025-01-30;SEK;687,60;62,51
1000464;4987;4987;48;2025-02-25;CZK;1177,80;47,11
1000491;4253;4253;74;2025-01-10;AUD;4385,87;2192,94
1000493;4288;4288;58;2025-01-01;TRY;1722,31;43,06
1000513;3292;3292;83;2025-01-09;TRY;7568,74;189,22
1000525;4616;4616;52;2025-03-02;PLN;3754,41;938,6
1000543;1493;1493;71;2025-03-08;AUD;9446,04;4723,02
1000565;2235;2235;74;2025-03-09;NOK;1182,76;98,56
1000582;4323;4323;66;2025-01-12;TRY;2226,45;55,66
1000595;4003;4003;63;2025-02-06;HUF;3589,65;8,99
1000604;799;799;87;2025-03-03;BGN;1099,62;549,81
1000605;1973;1973;14;2025-03-03;GBP;5195,63;6196,41
1000616;4541;4541;50;2025-01-02;SEK;8285,54;753,23
1000617;3519;3519;8;2025-03-04;CZK;1804,31;72,17
1000625;1444;1444;84;2025-01-18;PLN;3001,68;750,42
1000638;4693;4693;96;2025-02-20;CHF;5776,81;6073,18
1000648;4438;4438;94;2025-02-21;RON;3131,95;626,39
1000652;2532;2532;43;2025-01-06;CZK;123,40;4,94
1000675;2665;2665;35;2025-01-15;CHF;5342,63;5616,73
1000694;2698;2698;88;2025-02-06;AUD;2428,21;1214,11
1000706;3944;3944;49;2025-02-02;GBP;1163,82;1388,0
1000708;3312;3312;61;2025-02-16;PLN;1568,52;392,13
1000770;4823;4823;77;2025-01-19;HUF;3127,54;7,83
1000786;311;311;95;2025-01-14;DKK;5058,39;722,63
1000829;4261;4261;21;2025-02-19;ISK;3364,20;22,9
1000842;1855;1855;98;2025-01-27;RON;8559,52;1711,9
1000844;1631;1631;71;2025-02-02;AUD;4497,48;2248,74
1000888;3302;3302;96;2025-03-03;BGN;8955,26;4477,63
1000898;158;158;68;2025-01-07;PLN;1396,37;349,09
1000917;429;429;5;2025-01-28;CZK;9368,87;374,75
1000924;3483;3483;34;2025-02-09;GBP;4983,49;5943,41
1000937;3153;3153;53;2025-02-27;HUF;2436,61;6,1
1000939;3349;3349;83;2025-01-16;GBP;8482,45;10116,34
1000974;3501;3501;53;2025-02-13;SEK;4411,72;401,07
1000979;3610;3610;80;2025-03-09;ISK;8514,31;57,96
1000981;532;532;75;2025-02-06;NOK;1920,41;160,03
1000985;3380;3380;55;2025-01-27;GBP;5316,82;6340,95
1000998;4743;4743;71;2025-01-06;ISK;7692,91;52,37
1001014;2970;2970;71;2025-03-10;AUD;116,11;58,06
1001038;83;83;72;2025-03-10;NOK;4216,41;351,37
1001051;3994;3994;85;2025-01-25;BGN;2938,03;1469,02
1001055;601;601;56;2025-03-03;JPY;6471,52;40,6
1001058;1753;1753;97;2025-01-27;JPY;272,90;1,71
1001059;219;219;53;2025-01-24;PLN;1970,41;492,6
1001065;1164;1164;3;2025-01-20;DKK;7850,08;1121,44
1001071;3898;3898;12;2025-01-28;RON;5220,79;1044,16
1001086;3811;3811;26;2025-02-16;AUD;3532,29;1766,15
1001113;1504;1504;10;2025-02-04;CZK;4556,25;182,25
1001149;3803;3803;54;2025-01-05;TRY;1126,71;28,17
1001175;1841;1841;72;2025-01-15;NOK;1215,83;101,32
1001224;858;858;97;2025-02-11;NOK;9942,07;828,51
1001261;2539;2539;23;2025-02-10;TRY;3536,21;88,41
1001305;597;597;17;2025-02-06;CZK;7437,62;297,5
1001353;451;451;36;2025-02-04;SEK;2915,44;265,04
1001356;3448;3448;62;2025-02-26;NOK;5561,42;463,45
1001357;3482;3482;8;2025-02-15;PLN;4972,09;1243,02
1001361;3553;3553;25;2025-01-22;TRY;4897,66;122,44
1001366;4041;4041;4;2025-02-22;GBP;1074,52;1281,49
1001388;1316;1316;41;2025-02-17;JPY;9726,78;61,03
1001390;4220;4220;32;2025-02-09;BGN;6406,24;3203,12
1001400;4071;4071;91;2025-01-22;ISK;2229,92;15,18
1001412;618;618;87;2025-02-08;CZK;3305,31;132,21
1001425;516;516;60;2025-02-28;CHF;1431,08;1504,5
1001437;4860;4860;53;2025-01-29;NOK;5669,82;472,48
1001439;2860;2860;37;2025-01-07;NOK;2723,27;226,94
1001446;2661;2661;95;2025-01-16;CHF;3756,04;3948,74
1001461;4297;4297;96;2025-01-31;RON;5302,15;1060,43
1001465;1003;1003;93;2025-02-10;TRY;7479,87;187,0
1001483;2197;2197;20;2025-02-10;DKK;9248,01;1321,14
1001487;4697;4697;79;2025-03-08;CHF;6529,01;6863,97
1001495;4954;4954;5;2025-01-31;PLN;3148,54;787,14
1001533;4533;4533;71;2025-02-16;RON;4388,58;877,72
1001552;3053;3053;81;2025-01-18;HUF;9111,89;22,81
1001554;3890;3890;67;2025-01-29;NOK;1200,73;100,06
1001571;3000;3000;45;2025-02-03;CZK;7527,84;301,11
1001586;2716;2716;67;2025-03-04;CHF;3630,88;3817,16
1001597;3691;3691;70;2025-01-11;TRY;2125,50;53,14
1001601;4124;4124;51;2025-01-29;PLN;3927,40;981,85
1001615;4438;4438;94;2025-03-04;JPY;8779,93;55,08
1001642;177;177;78;2025-01-04;DKK;7635,33;1090,76
1001647;292;292;48;2025-03-05;SEK;6363,00;578,45
1001696;916;916;90;2025-01-15;CHF;4138,13;4350,43
1001702;3289;3289;35;2025-03-09;TRY;9407,13;235,18
1001707;3077;3077;43;2025-03-03;NOK;3945,80;328,82
1001721;370;370;66;2025-03-06;RON;8785,92;1757,18
1001744;539;539;29;2025-01-31;CHF;4129,54;4341,4
1001775;4114;4114;84;2025-02-21;CZK;9844,56;393,78
1001800;4734;4734;70;2025-03-09;AUD;819,33;409,67
1001818;2816;2816;40;2025-01-04;TRY;674,76;16,87
1001836;4294;4294;94;2025-02-19;PLN;4866,62;1216,66
1001846;3479;3479;32;2025-01-21;PLN;8720,32;2180,08
1001880;1660;1660;5;2025-02-27;CZK;6742,94;269,72
1001911;673;673;59;2025-03-01;CZK;7379,70;295,19
1001915;3840;3840;43;2025-02-08;JPY;4680,99;29,37
1001927;449;449;21;2025-01-04;JPY;7705,98;48,35
1001928;440;440;27;2025-01-17;RON;7562,07;1512,41
1001946;1410;1410;6;2025-01-09;BGN;6154,21;3077,11
1001949;799;799;87;2025-01-18;GBP;8068,21;9622,31
1001950;251;251;93;2025-01-21;HUF;3160,84;7,91
1001978;1856;1856;80;2025-01-17;ISK;8609,89;58,61
1001983;274;274;7;2025-03-08;ISK;5616,86;38,24
1001996;2306;2306;14;2025-01-13;DKK;6312,43;901,78
1002058;280;280;58;2025-02-20;DKK;9890,05;1412,86
1002079;1232;1232;58;2025-02-17;PLN;9990,28;2497,57
1002100;1809;1809;66;2025-03-04;HUF;202,28;0,51
1002125;2407;2407;33;2025-02-22;TRY;1856,64;46,42
1002146;175;175;59;2025-03-01;PLN;2649,10;662,28
1002171;1194;1194;40;2025-02-03;BGN;3739,82;1869,91
1002173;633;633;8;2025-01-17;NOK;3608,58;300,71
1002208;878;878;51;2025-02-16;BGN;6370,69;3185,35
1002232;3014;3014;99;2025-02-10;GBP;7887,54;9406,84
1002240;4627;4627;34;2025-02-18;CHF;8824,43;9277,16
1002252;2029;2029;44;2025-01-02;BGN;6268,72;3134,36
1002260;954;954;83;2025-01-06;ISK;6972,93;47,47
1002263;2881;2881;28;2025-01-14;NOK;1012,68;84,39
1002274;1316;1316;41;2025-02-18;PLN;2986,92;746,73
1002282;2123;2123;47;2025-01-27;NOK;2902,13;241,84
1002292;715;715;69;2025-03-08;AUD;6487,79;3243,9
1002307;2335;2335;20;2025-02-05;HUF;2918,31;7,31
1002309;4238;4238;92;2025-03-07;JPY;2612,74;16,39
1002364;2458;2458;36;2025-02-01;CZK;6778,33;271,13
1002380;2937;2937;30;2025-01-17;PLN;9771,53;2442,88
1002421;4209;4209;73;2025-01-06;PLN;7621,59;1905,4
1002452;1751;1751;13;2025-01-22;ISK;8226,36;56,0
1002455;440;440;27;2025-03-01;CZK;7346,00;293,84
1002463;3427;3427;41;2025-01-22;GBP;2072,99;2472,29
1002483;3683;3683;77;2025-02-22;NOK;6951,50;579,29
1002492;1296;1296;82;2025-01-22;GBP;3893,08;4642,97
1002506;4658;4658;22;2025-02-15;CHF;6979,92;7338,02
1002516;372;372;99;2025-01-19;CZK;4768,21;190,73
1002540;2952;2952;85;2025-01-29;PLN;6520,35;1630,09
1002585;4248;4248;48;2025-03-08;BGN;8577,00;4288,5
1002626;4093;4093;68;2025-01-20;NOK;3988,92;332,41
1002627;3718;3718;24;2025-03-08;GBP;6511,37;7765,59
1002640;2274;2274;59;2025-02-16;CHF;6840,61;7191,56
1002647;1942;1942;65;2025-01-03;CZK;6629,16;265,17
1002648;3931;3931;53;2025-01-11;SEK;3498,92;318,08
1002676;4917;4917;31;2025-01-20;DKK;7120,48;1017,21
1002700;4368;4368;47;2025-03-07;BGN;4634,37;2317,19
1002722;2308;2308;24;2025-02-10;BGN;8422,03;4211,02
1002726;2571;2571;26;2025-03-03;CHF;8483,37;8918,6
1002733;3926;3926;97;2025-01-11;DKK;3653,45;521,92
1002775;2136;2136;53;2025-03-01;GBP;3913,33;4667,12
1002789;971;971;92;2025-03-05;TRY;8447,49;211,19
1002812;382;382;17;2025-01-24;CZK;1040,68;41,63
1002816;3314;3314;95;2025-02-02;RON;6177,39;1235,48
1002819;2797;2797;69;2025-01-17;ISK;8865,84;60,35
1002824;4997;4997;17;2025-02-03;JPY;7958,12;49,93
1002846;2213;2213;35;2025-01-08;SEK;8031,22;730,11
1002863;3244;3244;31;2025-01-09;GBP;8512,76;10152,49
1002870;2977;2977;65;2025-02-28;SEK;4024,54;365,87
1002917;1791;1791;56;2025-01-11;BGN;8665,36;4332,68
1002929;3678;3678;55;2025-01-07;CHF;6720,99;7065,8
1002941;789;789;39;2025-02-06;GBP;4963,60;5919,69
1002945;1963;1963;32;2025-02-19;RON;629,12;125,82
1002990;4802;4802;93;2025-01-31;PLN;6149,46;1537,37
1002993;4705;4705;98;2025-02-11;GBP;2081,27;2482,16
1002998;4612;4612;25;2025-03-06;TRY;5912,66;147,82
1003013;1767;1767;17;2025-01-03;AUD;7120,73;3560,37
1003026;3410;3410;13;2025-01-30;SEK;5043,77;458,52
1003052;4802;4802;93;2025-02-05;TRY;4034,02;100,85
1003107;4066;4066;21;2025-02-28;NOK;6168,22;514,02
1003121;1071;1071;90;2025-01-12;JPY;8126,90;50,99
1003134;731;731;55;2025-01-13;SEK;5998,89;545,35
1003175;4148;4148;61;2025-01-07;DKK;2633,14;376,16
1003179;2798;2798;57;2025-02-17;JPY;2861,00;17,95
1003186;2638;2638;63;2025-02-20;RON;4317,22;863,44
1003198;144;144;45;2025-02-01;GBP;9799,92;11687,58
1003203;3015;3015;35;2025-02-19;JPY;2591,21;16,26
1003252;3473;3473;66;2025-02-16;NOK;9894,10;824,51
1003274;4857;4857;17;2025-02-13;RON;687,11;137,42
1003289;443;443;13;2025-01-25;JPY;1806,88;11,34
1003299;4855;4855;70;2025-03-04;GBP;3121,55;3722,82
1003301;4577;4577;23;2025-02-15;ISK;3791,92;25,81
1003304;219;219;53;2025-02-16;AUD;1751,97;875,99
1003307;2597;2597;27;2025-03-01;BGN;1712,60;856,3
1003320;502;502;52;2025-01-15;RON;8794,61;1758,92
1003391;20;20;61;2025-03-03;RON;3495,63;699,13
1003394;372;372;99;2025-02-15;BGN;2607,71;1303,86
1003400;2324;2324;47;2025-02-03;NOK;3635,87;302,99
1003428;2449;2449;68;2025-01-12;RON;4101,47;820,29
1003517;3842;3842;67;2025-03-04;JPY;8758,11;54,95
1003566;2348;2348;26;2025-02-15;BGN;5418,97;2709,49
1003628;1521;1521;82;2025-02-06;TRY;3898,63;97,47
1003629;1570;1570;19;2025-01-25;RON;7154,20;1430,84
1003634;3601;3601;61;2025-01-17;GBP;6163,42;7350,62
1003678;2440;2440;62;2025-01-24;CZK;1585,31;63,41
1003682;872;872;79;2025-03-09;JPY;4610,42;28,93
1003684;2701;2701;1;2025-01-15;PLN;690,59;172,65
1003690;635;635;37;2025-03-05;GBP;6305,22;7519,73
1003696;2371;2371;35;2025-01-22;DKK;1785,72;255,1
1003701;4585;4585;22;2025-02-17;NOK;4603,42;383,62
1003712;700;700;75;2025-02-09;TRY;7850,23;196,26
1003731;4494;4494;67;2025-01-07;GBP;4040,00;4818,19
1003759;4549;4549;76;2025-02-10;HUF;8319,02;20,83
1003774;863;863;77;2025-01-02;SEK;9137,85;830,71
1003821;4798;4798;89;2025-03-10;BGN;9328,33;4664,17
1003838;2990;2990;33;2025-01-01;GBP;2259,38;2694,58
1003843;162;162;24;2025-01-27;ISK;5509,42;37,5
1003847;4349;4349;55;2025-02-18;NOK;6283,99;523,67
1003850;4393;4393;83;2025-02-19;SEK;1193,56;108,51
1003856;958;958;38;2025-03-02;AUD;2264,51;1132,26
1003896;4263;4263;38;2025-01-04;HUF;5989,51;14,99
1003899;3698;3698;3;2025-03-04;ISK;7198,15;49,0
1003902;3325;3325;99;2025-02-07;HUF;2622,22;6,56
1003916;3238;3238;87;2025-01-19;SEK;4351,31;395,57
1003919;4713;4713;84;2025-03-02;NOK;8315,71;692,98
1003920;3533;3533;14;2025-01-25;CZK;8392,11;335,68
1003925;859;859;17;2025-03-03;BGN;7659,65;3829,83
1003929;1506;1506;95;2025-03-05;SEK;8174,77;743,16
1003950;1638;1638;82;2025-03-04;PLN;4185,84;1046,46
1003954;3331;3331;90;2025-02-19;GBP;5279,69;6296,66
1003986;2075;2075;62;2025-02-16;DKK;6426,69;918,1
1004002;3590;3590;73;2025-03-10;DKK;9663,79;1380,54
1004010;3393;3393;20;2025-02-18;HUF;7713,05;19,31
1004063;704;704;77;2025-02-27;DKK;5676,34;810,91
1004065;3637;3637;49;2025-02-12;HUF;2332,31;5,84
1004078;4921;4921;25;2025-01-06;CZK;415,01;16,6
1004091;4970;4970;50;2025-02-09;HUF;8856,18;22,17
1004095;1413;1413;80;2025-01-06;ISK;854,67;5,82
1004118;3991;3991;74;2025-03-05;RON;9793,95;1958,79
1004139;1180;1180;46;2025-01-12;BGN;945,65;472,83
1004156;3983;3983;16;2025-01-11;CHF;5399,17;5676,17
1004181;1777;1777;77;2025-01-16;DKK;3535,26;505,04
1004209;960;960;98;2025-02-12;HUF;6167,41;15,44
1004217;3782;3782;51;2025-02-15;JPY;4622,55;29,0
1004224;1583;1583;16;2025-03-09;RON;1286,17;257,23
1004249;1271;1271;53;2025-01-17;AUD;969,43;484,72
1004263;369;369;10;2025-03-05;BGN;7281,67;3640,84
1004267;3032;3032;69;2025-02-05;GBP;1591,68;1898,27
1004279;1242;1242;45;2025-01-25;PLN;9341,67;2335,42
1004284;4733;4733;62;2025-03-04;DKK;3476,15;496,59
1004289;3047;3047;49;2025-01-03;CHF;1255,78;1320,21
1004308;4496;4496;43;2025-01-24;JPY;4610,71;28,93
1004310;1703;1703;97;2025-02-09;AUD;1681,80;840,9
1004314;4781;4781;12;2025-01-25;JPY;9510,42;59,67
1004317;2788;2788;22;2025-01-30;CZK;5753,42;230,14
1004318;3956;3956;2;2025-01-07;TRY;4933,86;123,35
1004321;1527;1527;64;2025-02-26;CHF;1523,06;1601,2
1004324;3606;3606;97;2025-01-01;BGN;1479,20;739,6
1004326;2774;2774;78;2025-02-26;JPY;802,32;5,03
1004343;2684;2684;16;2025-03-07;ISK;5992,45;40,79
1004346;2431;2431;41;2025-02-15;RON;6125,65;1225,13
1004365;1215;1215;46;2025-02-27;GBP;2366,07;2821,82
1004390;539;539;29;2025-03-08;HUF;1222,54;3,06
1004399;1149;1149;78;2025-02-02;GBP;8740,73;10424,37
1004411;4578;4578;97;2025-01-05;PLN;5579,01;1394,75
1004421;3376;3376;88;2025-01-04;HUF;6674,70;16,71
1004424;2023;2023;47;2025-01-03;BGN;8592,95;4296,48
1004427;4704;4704;23;2025-01-29;SEK;922,63;83,88
1004435;247;247;5;2025-02-20;DKK;2854,87;407,84
1004441;1812;1812;95;2025-03-01;ISK;7356,48;50,08
1004461;1977;1977;72;2025-01-13;NOK;9807,05;817,25
1004485;1471;1471;81;2025-01-16;RON;8993,81;1798,76
1004487;2909;2909;26;2025-02-06;AUD;6750,05;3375,03
1004491;4501;4501;26;2025-03-10;RON;7664,43;1532,89
1004500;1458;1458;27;2025-01-25;GBP;5714,97;6815,79
1004508;4809;4809;78;2025-02-22;RON;187,62;37,52
1004557;3738;3738;4;2025-01-20;DKK;7598,20;1085,46
1004568;682;682;72;2025-02-04;HUF;9463,08;23,69
1004585;2629;2629;95;2025-03-06;CHF;7725,00;8121,32
1004588;2292;2292;57;2025-01-31;AUD;6589,85;3294,93
1004592;1599;1599;32;2025-02-09;CZK;4519,83;180,79
1004610;2878;2878;97;2025-02-25;NOK;9327,22;777,27
1004614;1614;1614;74;2025-01-25;TRY;9304,49;232,61
1004641;2765;2765;18;2025-01-02;BGN;6975,97;3487,99
1004646;2791;2791;14;2025-01-19;CHF;6492,47;6825,56
1004649;1195;1195;7;2025-02-18;HUF;8613,46;21,56
1004654;3455;3455;71;2025-02-02;JPY;9929,49;62,3
1004678;4726;4726;49;2025-02-03;DKK;932,93;133,28
1004699;2897;2897;45;2025-01-10;CHF;5808,30;6106,29
1004713;2561;2561;49;2025-03-03;ISK;1173,16;7,99
1004725;2891;2891;59;2025-02-25;DKK;1582,44;226,06
1004727;3246;3246;99;2025-01-22;DKK;3353,12;479,02
1004735;1716;1716;71;2025-02-14;CHF;4111,97;4322,93
1004737;1309;1309;54;2025-02-02;BGN;3586,57;1793,29
1004750;3276;3276;54;2025-01-06;RON;2564,87;512,97
1004754;2935;2935;45;2025-03-04;RON;2891,67;578,33
1004759;1120;1120;38;2025-02-21;JPY;2125,98;13,34
1004762;4796;4796;63;2025-01-06;DKK;6363,49;909,07
1004779;1420;1420;43;2025-03-10;PLN;4133,24;1033,31
1004790;276;276;56;2025-02-20;NOK;2483,69;206,97
1004798;2512;2512;22;2025-02-17;BGN;6203,45;3101,73
1004802;989;989;34;2025-01-31;RON;1939,75;387,95
1004852;1394;1394;6;2025-02-17;AUD;6808,83;3404,42
1004863;1622;1622;48;2025-02-05;SEK;3102,43;282,04
1004890;2049;2049;3;2025-01-11;NOK;4545,42;378,79
1004916;4371;4371;58;2025-01-15;HUF;6839,66;17,12
1004919;1295;1295;6;2025-02-22;BGN;5694,95;2847,48
1004926;2700;2700;62;2025-02-09;TRY;4431,27;110,78
1004930;4060;4060;11;2025-01-26;JPY;5482,20;34,39
1004959;1134;1134;42;2025-01-24;JPY;6940,40;43,54
1004982;1151;1151;55;2025-01-26;BGN;5496,11;2748,06
1004986;677;677;70;2025-01-16;DKK;6568,37;938,34
1005026;1897;1897;23;2025-01-15;AUD;5417,10;2708,55
1005035;1307;1307;14;2025-02-08;GBP;1182,55;1410,33
1005052;1472;1472;21;2025-03-05;CZK;6182,76;247,31
1005070;4867;4867;11;2025-01-28;AUD;9497,43;4748,72
1005120;2009;2009;81;2025-02-03;DKK;4588,91;655,56
1005123;2914;2914;32;2025-03-03;ISK;6590,59;44,86
1005127;1205;1205;22;2025-02-18;CHF;9184,73;9655,94
1005130;4242;4242;31;2025-03-10;ISK;3197,55;21,77
1005133;3804;3804;6;2025-01-23;PLN;790,18;197,55
1005135;1945;1945;72;2025-01-29;BGN;2707,25;1353,63
1005151;3494;3494;15;2025-01-05;PLN;9,48;2,37
1005171;713;713;72;2025-02-21;NOK;1697,57;141,46
1005180;1317;1317;93;2025-01-18;HUF;6621,46;16,58
1005182;810;810;85;2025-02-23;RON;7940,39;1588,08
1005240;782;782;59;2025-02-03;DKK;7360,74;1051,53
1005244;250;250;85;2025-03-05;SEK;9965,22;905,93
1005259;98;98;86;2025-01-26;RON;3056,12;611,22
1005263;3250;3250;86;2025-03-05;BGN;2488,23;1244,12
1005271;503;503;42;2025-03-02;HUF;7033,46;17,61
1005290;4450;4450;90;2025-02-08;CZK;821,56;32,86
1005302;3676;3676;26;2025-02-24;CZK;8864,68;354,59
1005311;535;535;65;2025-01-16;GBP;1819,86;2170,4
1005326;1134;1134;42;2025-01-03;GBP;6485,18;7734,36
1005330;2282;2282;19;2025-02-15;JPY;1728,40;10,84
1005373;546;546;56;2025-02-11;JPY;3988,43;25,02
1005398;1856;1856;80;2025-02-11;ISK;6779,05;46,15
1005418;2821;2821;10;2025-01-06;PLN;1833,19;458,3
1005458;355;355;7;2025-02-09;CZK;9269,36;370,77
1005460;42;42;91;2025-02-01;GBP;3716,18;4431,99
1005515;707;707;71;2025-01-15;SEK;8208,04;746,19
1005528;611;611;16;2025-02-27;JPY;2613,41;16,4
1005560;4016;4016;43;2025-01-18;HUF;9314,84;23,32
1005562;815;815;90;2025-02-16;HUF;594,76;1,49
1005568;3189;3189;66;2025-03-09;PLN;4901,62;1225,41
1005578;485;485;97;2025-03-05;BGN;9608,55;4804,27
1005583;749;749;61;2025-01-15;CHF;3641,43;3828,25
1005600;3778;3778;1;2025-02-28;CZK;5754,36;230,17
1005602;873;873;46;2025-02-14;DKK;862,51;123,22
1005610;4453;4453;73;2025-01-07;JPY;4114,72;25,82
1005619;4906;4906;36;2025-01-13;JPY;4621,38;28,99
1005627;2578;2578;32;2025-01-03;BGN;2868,79;1434,4
1005636;4285;4285;44;2025-01-26;HUF;6805,47;17,04
1005696;2564;2564;92;2025-02-17;NOK;2869,77;239,15
1005713;1351;1351;43;2025-01-25;DKK;9123,44;1303,35
1005718;2712;2712;96;2025-02-15;CHF;9300,25;9777,39
1005724;2276;2276;4;2025-03-05;PLN;2761,00;690,25
1005726;3159;3159;2;2025-01-17;GBP;1399,24;1668,76
1005728;377;377;5;2025-03-08;CZK;9584,76;383,39
1005768;1585;1585;13;2025-02-26;TRY;7138,19;178,45
1005769;4229;4229;97;2025-02-16;SEK;8175,38;743,22
1005775;1612;1612;36;2025-01-24;NOK;5860,13;488,34
1005833;2525;2525;97;2025-02-17;BGN;2182,64;1091,32
1005889;3632;3632;39;2025-02-17;DKK;9970,38;1424,34
1005894;2509;2509;31;2025-01-11;HUF;353,29;0,88
1005907;1152;1152;31;2025-02-28;TRY;8369,11;209,23
1005925;3173;3173;28;2025-01-06;ISK;7639,61;52,01
1005931;1066;1066;17;2025-03-06;GBP;316,78;377,8
1005932;4242;4242;31;2025-01-05;JPY;6566,90;41,2
1005945;4453;4453;73;2025-03-02;AUD;5599,67;2799,84
1005958;2723;2723;36;2025-01-27;CZK;3691,26;147,65
1005971;2737;2737;78;2025-01-30;BGN;4464,76;2232,38
1005983;3712;3712;41;2025-01-25;CHF;6357,73;6683,9
1005998;490;490;16;2025-02-22;CZK;25,22;1,01
1005999;4130;4130;64;2025-01-28;NOK;4169,21;347,43
1006032;344;344;28;2025-01-13;SEK;3526,39;320,58
1006076;1391;1391;99;2025-01-22;RON;4373,83;874,77
1006095;1239;1239;12;2025-01-27;BGN;4130,43;2065,22
1006126;3714;3714;63;2025-01-13;CHF;1732,37;1821,25
1006133;1253;1253;57;2025-03-02;JPY;3171,93;19,9
1006222;3265;3265;65;2025-02-17;PLN;8042,35;2010,59
1006270;4565;4565;29;2025-03-04;RON;7510,38;1502,08
1006276;1490;1490;73;2025-02-26;SEK;6212,38;564,76
1006286;3929;3929;70;2025-02-23;BGN;8926,65;4463,33
1006303;3318;3318;54;2025-01-15;JPY;1822,21;11,43
1006307;1827;1827;58;2025-01-12;CHF;7566,12;7954,29
1006316;1854;1854;83;2025-03-05;HUF;7896,37;19,77
1006320;3715;3715;38;2025-02-14;PLN;6436,87;1609,22
1006381;3148;3148;44;2025-02-02;HUF;7758,29;19,42
1006385;2293;2293;48;2025-03-03;GBP;7440,20;8873,33
1006386;2241;2241;25;2025-02-12;CZK;4540,95;181,64
1006392;2159;2159;72;2025-01-09;PLN;1673,97;418,49
1006409;2965;2965;51;2025-02-13;TRY;8118,24;202,96
1006418;3462;3462;9;2025-03-05;SEK;6391,24;581,02
1006423;859;859;17;2025-01-26;CHF;1610,35;1692,97
1006442;4904;4904;37;2025-02-28;GBP;3591,96;4283,84
1006447;1044;1044;42;2025-01-02;NOK;6537,31;544,78
1006449;1850;1850;4;2025-01-13;TRY;5033,99;125,85
1006501;1981;1981;38;2025-02-21;BGN;8057,41;4028,71
1006508;1104;1104;93;2025-02-07;ISK;8907,32;60,64
1006541;4482;4482;1;2025-02-03;GBP;977,69;1166,01
1006561;3694;3694;48;2025-01-18;PLN;4616,51;1154,13
1006564;3278;3278;82;2025-02-06;RON;146,74;29,35
1006571;4215;4215;50;2025-01-21;GBP;8315,45;9917,17
1006588;1844;1844;84;2025-01-23;TRY;1242,18;31,05
1006590;2445;2445;63;2025-01-13;RON;5580,15;1116,03
1006610;3386;3386;93;2025-02-25;ISK;5275,04;35,91
1006627;3283;3283;3;2025-01-25;SEK;3036,71;276,06
1006648;3089;3089;73;2025-02-22;JPY;6539,77;41,03
1006658;2312;2312;34;2025-01-13;CHF;2434,47;2559,37
1006680;1159;1159;50;2025-01-01;CHF;8492,84;8928,55
1006691;546;546;56;2025-02-21;ISK;9410,71;64,06
1006709;2732;2732;53;2025-02-10;CZK;1639,90;65,6
1006718;2960;2960;57;2025-01-25;HUF;9788,19;24,5
1006741;94;94;71;2025-03-06;HUF;258,84;0,65
1006782;244;244;49;2025-02-20;JPY;8738,86;54,83
1006829;147;147;34;2025-02-13;GBP;1810,18;2158,86
1006838;4151;4151;10;2025-01-31;CZK;2067,28;82,69
1006893;145;145;1;2025-03-10;TRY;9418,09;235,45
1006901;802;802;62;2025-02-14;TRY;1372,82;34,32
1006910;1705;1705;74;2025-02-02;TRY;6603,22;165,08
1006924;3322;3322;15;2025-01-04;GBP;1729,79;2062,98
1006928;3652;3652;27;2025-02-03;SEK;8419,85;765,44
1006986;1664;1664;32;2025-01-02;TRY;1252,85;31,32
1006994;2862;2862;74;2025-02-14;BGN;209,97;104,99
1007000;3004;3004;67;2025-01-15;HUF;6783,21;16,98
1007003;1741;1741;91;2025-03-10;CHF;599,82;630,59
1007016;2014;2014;47;2025-03-02;CHF;6261,58;6582,82
1007018;1335;1335;35;2025-02-22;HUF;9143,07;22,89
1007024;682;682;72;2025-01-22;HUF;3150,43;7,89
1007026;2489;2489;71;2025-01-18;SEK;3689,04;335,37
1007062;1409;1409;35;2025-01-04;NOK;9650,80;804,23
1007067;2308;2308;24;2025-02-07;BGN;238,11;119,06
1007079;3786;3786;30;2025-01-11;JPY;5938,56;37,26
1007125;3705;3705;29;2025-02-25;TRY;7684,60;192,12
1007135;4514;4514;6;2025-02-25;CZK;6141,45;245,66
1007141;4760;4760;77;2025-01-18;TRY;8069,44;201,74
1007150;802;802;62;2025-01-21;CHF;7895,57;8300,64
1007151;1231;1231;82;2025-02-01;RON;7968,68;1593,74
1007153;924;924;52;2025-03-06;JPY;9086,45;57,01
1007159;1473;1473;67;2025-01-16;CHF;4171,97;4386,01
1007180;2113;2113;42;2025-01-06;NOK;9203,89;766,99
1007193;2135;2135;66;2025-02-15;CHF;6409,98;6738,84
1007205;163;163;47;2025-01-12;JPY;2468,05;15,48
1007214;901;901;53;2025-01-05;NOK;3655,59;304,63
1007223;4956;4956;81;2025-01-11;CHF;427,69;449,63
1007228;2667;2667;55;2025-01-11;CZK;8320,55;332,82
1007229;1638;1638;82;2025-01-24;ISK;6198,87;42,2
1007233;4570;4570;91;2025-02-05;RON;9439,18;1887,84
1007320;1110;1110;83;2025-02-04;CZK;7009,16;280,37
1007322;4662;4662;75;2025-01-06;RON;7522,91;1504,58
1007343;3030;3030;98;2025-02-14;JPY;5654,16;35,47
