customer_id,account_id,branch_id,transaction_date,total_amount_eur,txn_count,non_eur_without_fx_rows
111,111,9,2025-01-29,18.91,2,0
701,701,9,2025-01-29,1144.65,2,0
849,849,9,2025-01-29,3880.67,2,0
1130,1130,9,2025-01-29,3728.92,2,0
2107,2107,9,2025-01-29,286.35,2,0
3746,3746,9,2025-01-29,26.70,2,0
4744,4744,9,2025-01-29,4299.31,2,0
369,369,10,2025-01-29,7584.80,2,0
3640,3640,10,2025-01-29,4.55,2,0
4572,4572,10,2025-01-29,5646.90,4,0
225,225,11,2025-01-29,6305.41,2,0
431,431,11,2025-01-29,1752.16,2,0
631,631,11,2025-01-29,7846.95,4,0
1056,1056,11,2025-01-29,932.22,4,0
2066,2066,11,2025-01-29,1467.68,2,0
3965,3965,11,2025-01-29,573.22,2,0
4414,4414,11,2025-01-29,1771.44,2,0
4791,4791,11,2025-01-29,222.09,2,0
4931,4931,11,2025-01-29,100.04,2,0
202,202,12,2025-01-29,2456.73,2,0
1430,1430,12,2025-01-29,17.55,2,0
2507,2507,12,2025-01-29,19.20,2,0
3665,3665,12,2025-01-29,15685.64,4,0
3852,3852,12,2025-01-29,1553.70,2,0
4596,4596,12,2025-01-29,119.79,2,0
4888,4888,12,2025-01-29,12735.85,2,0
1545,1545,13,2025-01-29,240.04,2,0
1606,1606,13,2025-01-29,1582.76,2,0
2151,2151,13,2025-01-29,19.47,2,0
2330,2330,13,2025-01-29,1146.36,2,0
133,133,14,2025-01-29,18.48,2,0
2627,2627,14,2025-01-29,10641.49,2,0
2791,2791,14,2025-01-29,1555.84,2,0
296,296,15,2025-01-29,2681.29,2,0
341,341,15,2025-01-29,1437.44,2,0
1085,1085,15,2025-01-29,91.89,2,0
2424,2424,15,2025-01-29,428.46,2,0
2502,2502,15,2025-01-29,1987.38,2,0
2598,2598,15,2025-01-29,12885.16,2,0
2976,2976,15,2025-01-29,69.55,2,0
3145,3145,15,2025-01-29,6185.55,2,0
4171,4171,15,2025-01-29,8700.35,4,0
4526,4526,15,2025-01-29,68.23,2,0
4738,4738,15,2025-01-29,105.12,2,0
337,337,16,2025-01-29,5486.68,2,0
962,962,16,2025-01-29,1932.25,2,0
1352,1352,16,2025-01-29,581.84,2,0
1581,1581,16,2025-01-29,64.99,2,0
2252,2252,16,2025-01-29,122.06,2,0
2530,2530,16,2025-01-29,232.86,2,0
4636,4636,16,2025-01-29,3655.26,4,0
382,382,17,2025-01-29,0.02,2,0
463,463,17,2025-01-29,3261.19,2,0
1384,1384,17,2025-01-29,12.57,2,0
1593,1593,17,2025-01-29,11997.04,2,0
2741,2741,17,2025-01-29,9349.64,2,0
3092,3092,17,2025-01-29,3104.26,2,0
4271,4271,17,2025-01-29,173.92,2,0
4362,4362,17,2025-01-29,3474.33,2,0
171,171,18,2025-01-29,16.59,2,0
3156,3156,18,2025-01-29,2853.73,2,0
3169,3169,18,2025-01-29,9034.60,2,0
3397,3397,18,2025-01-29,14121.34,2,0
1048,1048,19,2025-01-29,1939.69,2,0
1208,1208,19,2025-01-29,1922.60,2,0
1450,1450,19,2025-01-29,39.71,2,0
2282,2282,19,2025-01-29,1541.50,2,0
2548,2548,19,2025-01-29,3.24,2,0
4350,4350,19,2025-01-29,409.54,2,0
659,659,20,2025-01-29,2937.33,2,0
1076,1076,20,2025-01-29,1946.74,4,0
1241,1241,20,2025-01-29,4866.67,2,0
1323,1323,20,2025-01-29,758.49,2,0
1967,1967,20,2025-01-29,4226.57,2,0
1968,1968,20,2025-01-29,6103.76,2,0
2197,2197,20,2025-01-29,88.38,2,0
3393,3393,20,2025-01-29,18184.84,2,0
4247,4247,20,2025-01-29,789.27,2,0
4306,4306,20,2025-01-29,467.55,2,0
4797,4797,20,2025-01-29,114.09,2,0
1947,1947,21,2025-01-29,17933.17,2,0
2618,2618,21,2025-01-29,9907.40,2,0
4261,4261,21,2025-01-29,6.34,2,0
4324,4324,21,2025-01-29,7547.17,2,0
4877,4877,21,2025-01-29,1508.13,2,0
798,798,22,2025-01-29,329.99,2,0
1177,1177,22,2025-01-29,99.87,2,0
1205,1205,22,2025-01-29,131.96,2,0
2512,2512,22,2025-01-29,6398.93,2,0
2890,2890,22,2025-01-29,462.80,2,0
3309,3309,22,2025-01-29,21.35,2,0
4179,4179,22,2025-01-29,11372.99,2,0
2524,2524,23,2025-01-29,601.70,2,0
3069,3069,23,2025-01-29,724.27,2,0
4142,4142,23,2025-01-29,8721.74,2,0
4452,4452,23,2025-01-29,135.10,2,0
4704,4704,23,2025-01-29,167.75,2,0
232,232,24,2025-01-29,1043.78,2,0
371,371,24,2025-01-29,611.27,2,0
530,530,24,2025-01-29,27.70,2,0
855,855,24,2025-01-29,6538.20,2,0
1188,1188,24,2025-01-29,1729.39,2,0
1939,1939,24,2025-01-29,2577.71,2,0
3527,3527,24,2025-01-29,135.16,2,0
3718,3718,24,2025-01-29,2696.17,2,0
1547,1547,25,2025-01-29,1383.26,2,0
2241,2241,25,2025-01-29,421.96,2,0
2658,2658,25,2025-01-29,2451.32,2,0
2992,2992,25,2025-01-29,1635.65,4,0
3061,3061,25,2025-01-29,453.57,2,0
4090,4090,25,2025-01-29,533.11,2,0
4625,4625,25,2025-01-29,1400.57,2,0
1860,1860,26,2025-01-29,134.46,2,0
2257,2257,26,2025-01-29,11.46,2,0
2429,2429,26,2025-01-29,1291.25,2,0
3017,3017,26,2025-01-29,2243.53,8,0
3488,3488,26,2025-01-29,581.31,2,0
3811,3811,26,2025-01-29,1156.90,2,0
78,78,27,2025-01-29,41.85,2,0
339,339,27,2025-01-29,803.44,2,0
920,920,27,2025-01-29,15854.90,2,0
1331,1331,27,2025-01-29,167.92,2,0
1489,1489,27,2025-01-29,353.28,2,0
1732,1732,27,2025-01-29,38.53,2,0
1782,1782,27,2025-01-29,109.39,2,0
1866,1866,27,2025-01-29,23131.34,2,0
2087,2087,27,2025-01-29,1669.81,2,0
2772,2772,27,2025-01-29,16992.45,2,0
344,344,28,2025-01-29,1434.77,2,0
1206,1206,28,2025-01-29,25.16,2,0
1322,1322,28,2025-01-29,3197.58,2,0
1403,1403,28,2025-01-29,9464.84,2,0
1692,1692,28,2025-01-29,32.97,2,0
1847,1847,28,2025-01-29,5.45,2,0
3177,3177,28,2025-01-29,5109.52,2,0
100,100,29,2025-01-29,81.21,2,0
309,309,29,2025-01-29,21884.03,2,0
773,773,29,2025-01-29,7099.66,2,0
1587,1587,29,2025-01-29,8333.73,2,0
2318,2318,29,2025-01-29,20625.62,2,0
2336,2336,29,2025-01-29,7062.66,4,0
3129,3129,29,2025-01-29,9876.76,2,0
3766,3766,29,2025-01-29,698.34,2,0
4466,4466,29,2025-01-29,71.53,2,0
4971,4971,29,2025-01-29,9372.86,4,0
678,678,30,2025-01-29,1062.30,2,0
1060,1060,30,2025-01-29,602.28,2,0
1167,1167,30,2025-01-29,6020.60,2,0
1412,1412,30,2025-01-29,52.37,2,0
1908,1908,30,2025-01-29,369.38,2,0
3103,3103,30,2025-01-29,902.75,2,0
3664,3664,30,2025-01-29,4704.69,2,0
4472,4472,30,2025-01-29,1.05,2,0
4557,4557,30,2025-01-29,77.01,2,0
1059,1059,31,2025-01-29,7832.34,2,0
1390,1390,31,2025-01-29,4703.35,4,0
1594,1594,31,2025-01-29,19.52,2,0
1600,1600,31,2025-01-29,79.93,2,0
2139,2139,31,2025-01-29,6608.07,2,0
2275,2275,31,2025-01-29,9711.54,2,0
2509,2509,31,2025-01-29,934.19,2,0
3162,3162,31,2025-01-29,2755.89,2,0
3244,3244,31,2025-01-29,1075.93,2,0
3297,3297,31,2025-01-29,82.48,2,0
3884,3884,31,2025-01-29,2914.65,2,0
4360,4360,31,2025-01-29,303.41,2,0
4454,4454,31,2025-01-29,1962.83,2,0
4917,4917,31,2025-01-29,129.76,2,0
899,899,32,2025-01-29,7361.80,2,0
1800,1800,32,2025-01-29,4085.37,4,0
2391,2391,32,2025-01-29,41.24,2,0
2674,2674,32,2025-01-29,2500.59,2,0
2914,2914,32,2025-01-29,71.68,2,0
3115,3115,32,2025-01-29,2689.05,2,0
3205,3205,32,2025-01-29,1728.73,2,0
4656,4656,32,2025-01-29,147.45,4,0
76,76,33,2025-01-29,7557.48,4,0
114,114,33,2025-01-29,5267.78,2,0
234,234,33,2025-01-29,7.84,2,0
1113,1113,33,2025-01-29,230.30,2,0
1417,1417,33,2025-01-29,642.11,2,0
1687,1687,33,2025-01-29,83.85,2,0
2037,2037,33,2025-01-29,402.37,2,0
2407,2407,33,2025-01-29,1460.41,2,0
2410,2410,33,2025-01-29,1186.65,4,0
3382,3382,33,2025-01-29,849.79,2,0
3489,3489,33,2025-01-29,482.73,2,0
4949,4949,33,2025-01-29,4709.94,2,0
22,22,34,2025-01-29,1309.18,2,0
790,790,34,2025-01-29,82.50,2,0
891,891,34,2025-01-29,6185.87,4,0
1740,1740,34,2025-01-29,2614.80,2,0
1889,1889,34,2025-01-29,8501.90,2,0
2193,2193,34,2025-01-29,1356.68,2,0
2583,2583,34,2025-01-29,66.56,2,0
3825,3825,34,2025-01-29,733.93,2,0
4380,4380,34,2025-01-29,1593.46,2,0
197,197,35,2025-01-29,6789.47,2,0
474,474,35,2025-01-29,1438.06,2,0
946,946,35,2025-01-29,2450.25,2,0
1867,1867,35,2025-01-29,22.15,2,0
2005,2005,35,2025-01-29,750.22,2,0
2371,2371,35,2025-01-29,880.15,2,0
2594,2594,35,2025-01-29,5362.16,2,0
2903,2903,35,2025-01-29,2372.81,2,0
3693,3693,35,2025-01-29,47.09,2,0
4033,4033,35,2025-01-29,1342.90,2,0
284,284,36,2025-01-29,8583.92,2,0
420,420,36,2025-01-29,10783.27,4,0
451,451,36,2025-01-29,38.66,2,0
944,944,36,2025-01-29,7068.51,2,0
1259,1259,36,2025-01-29,2410.34,2,0
1299,1299,36,2025-01-29,14.34,2,0
3634,3634,36,2025-01-29,1067.36,2,0
4104,4104,36,2025-01-29,158.68,2,0
4265,4265,36,2025-01-29,1586.64,2,0
4735,4735,36,2025-01-29,19178.86,2,0
154,154,37,2025-01-29,1144.60,2,0
1030,1030,37,2025-01-29,1158.24,2,0
3864,3864,37,2025-01-29,3308.63,2,0
4122,4122,37,2025-01-29,547.83,2,0
4904,4904,37,2025-01-29,0.48,2,0
1031,1031,38,2025-01-29,13788.45,2,0
1333,1333,38,2025-01-29,1085.99,2,0
2552,2552,38,2025-01-29,4429.67,2,0
3045,3045,38,2025-01-29,22.00,2,0
3563,3563,38,2025-01-29,1914.92,2,0
4542,4542,38,2025-01-29,1712.58,2,0
248,248,39,2025-01-29,16.39,2,0
504,504,39,2025-01-29,491.31,2,0
1392,1392,39,2025-01-29,1386.76,2,0
1798,1798,39,2025-01-29,50.76,2,0
2283,2283,39,2025-01-29,10045.23,2,0
2718,2718,39,2025-01-29,543.84,2,0
2939,2939,39,2025-01-29,16687.43,2,0
3585,3585,39,2025-01-29,528.88,2,0
3822,3822,39,2025-01-29,23774.55,2,0
4300,4300,39,2025-01-29,955.03,2,0
4428,4428,39,2025-01-29,35.86,2,0
722,722,40,2025-01-29,4088.08,2,0
1024,1024,40,2025-01-29,448.37,2,0
2816,2816,40,2025-01-29,5749.71,2,0
2843,2843,40,2025-01-29,607.30,2,0
4720,4720,40,2025-01-29,11867.62,2,0
19,19,41,2025-01-29,9491.75,2,0
1316,1316,41,2025-01-29,2016.11,2,0
3712,3712,41,2025-01-29,436.39,2,0
3777,3777,41,2025-01-29,10.13,2,0
3794,3794,41,2025-01-29,31.70,2,0
3961,3961,41,2025-01-29,354.21,2,0
4064,4064,41,2025-01-29,1790.23,2,0
564,564,42,2025-01-29,1988.56,2,0
646,646,42,2025-01-29,12370.28,2,0
1038,1038,42,2025-01-29,7504.65,2,0
1124,1124,42,2025-01-29,106.90,4,0
1978,1978,42,2025-01-29,10063.76,2,0
2042,2042,42,2025-01-29,27.26,2,0
2719,2719,42,2025-01-29,1610.69,2,0
2848,2848,42,2025-01-29,9357.76,2,0
3273,3273,42,2025-01-29,1650.54,2,0
1923,1923,43,2025-01-29,31.07,2,0
2017,2017,43,2025-01-29,8153.94,2,0
2522,2522,43,2025-01-29,1992.88,2,0
2534,2534,44,2025-01-29,3213.02,2,0
2726,2726,44,2025-01-29,1199.40,2,0
2998,2998,44,2025-01-29,108.05,2,0
3261,3261,44,2025-01-29,499.98,2,0
4320,4320,44,2025-01-29,256.13,2,0
58,58,45,2025-01-29,931.10,2,0
218,218,45,2025-01-29,3360.35,2,0
984,984,45,2025-01-29,638.25,4,0
1346,1346,45,2025-01-29,8070.56,2,0
1931,1931,45,2025-01-29,141.95,2,0
2508,2508,45,2025-01-29,1405.57,2,0
3000,3000,45,2025-01-29,686.68,2,0
4677,4677,45,2025-01-29,81.59,2,0
45,45,46,2025-01-29,82.68,2,0
246,246,46,2025-01-29,495.73,2,0
1196,1196,46,2025-01-29,358.90,2,0
3849,3849,46,2025-01-29,335.67,2,0
3887,3887,46,2025-01-29,59.13,2,0
4992,4992,46,2025-01-29,750.78,2,0
4762,4762,47,2025-01-29,19101.05,2,0
313,313,48,2025-01-29,364.38,2,0
316,316,48,2025-01-29,4394.72,2,0
1534,1534,48,2025-01-29,4581.77,2,0
1765,1765,48,2025-01-29,4253.95,2,0
3366,3366,48,2025-01-29,234.14,4,0
3570,3570,48,2025-01-29,42.02,2,0
3637,3637,49,2025-01-29,423.64,2,0
4343,4343,49,2025-01-29,8070.17,2,0
4753,4753,49,2025-01-29,1521.05,2,0
4804,4804,49,2025-01-29,38.67,2,0
4844,4844,49,2025-01-29,9446.17,2,0
184,184,50,2025-01-29,8512.36,2,0
759,759,50,2025-01-29,3703.88,2,0
1463,1463,50,2025-01-29,458.35,2,0
1992,1992,50,2025-01-29,16628.53,2,0
4129,4129,50,2025-01-29,120.41,2,0
4541,4541,50,2025-01-29,30.04,2,0
4684,4684,50,2025-01-29,2228.06,2,0
227,227,51,2025-01-29,1899.60,4,0
666,666,51,2025-01-29,635.71,4,0
672,672,51,2025-01-29,12.15,2,0
2154,2154,51,2025-01-29,582.85,2,0
2162,2162,51,2025-01-29,494.23,2,0
2446,2446,51,2025-01-29,838.41,2,0
3597,3597,51,2025-01-29,2122.11,2,0
3892,3892,51,2025-01-29,100.18,2,0
4124,4124,51,2025-01-29,1963.70,2,0
4910,4910,51,2025-01-29,3966.87,4,0
4951,4951,51,2025-01-29,1380.56,2,0
502,502,52,2025-01-29,17077.14,2,0
2575,2575,52,2025-01-29,7386.97,6,0
2968,2968,52,2025-01-29,1645.34,2,0
3064,3064,52,2025-01-29,1956.90,2,0
4766,4766,52,2025-01-29,791.64,2,0
4983,4983,52,2025-01-29,4310.83,2,0
1172,1172,53,2025-01-29,52.10,2,0
1271,1271,53,2025-01-29,39.52,2,0
1398,1398,53,2025-01-29,292.59,4,0
2136,2136,53,2025-01-29,18351.06,2,0
3501,3501,53,2025-01-29,2414.69,2,0
4042,4042,53,2025-01-29,6193.02,2,0
4860,4860,53,2025-01-29,944.97,2,0
762,762,54,2025-01-29,8786.43,2,0
2470,2470,54,2025-01-29,270.58,2,0
2510,2510,54,2025-01-29,677.13,4,0
2613,2613,54,2025-01-29,589.66,4,0
2836,2836,54,2025-01-29,1214.42,4,0
3648,3648,54,2025-01-29,885.01,2,0
3913,3913,54,2025-01-29,823.84,2,0
180,180,55,2025-01-29,442.79,2,0
1151,1151,55,2025-01-29,47.96,2,0
1260,1260,55,2025-01-29,155.28,2,0
2076,2076,55,2025-01-29,122.58,2,0
2221,2221,55,2025-01-29,16700.42,2,0
2385,2385,55,2025-01-29,747.68,2,0
2641,2641,55,2025-01-29,1597.25,2,0
3380,3380,55,2025-01-29,8960.26,4,0
3607,3607,55,2025-01-29,1615.05,2,0
3678,3678,55,2025-01-29,391.89,2,0
4534,4534,55,2025-01-29,101.09,2,0
4902,4902,55,2025-01-29,2510.08,2,0
34,34,56,2025-01-29,500.33,2,0
929,929,56,2025-01-29,2388.25,4,0
1434,1434,56,2025-01-29,2801.41,2,0
1440,1440,56,2025-01-29,422.90,2,0
2032,2032,56,2025-01-29,332.02,2,0
2051,2051,56,2025-01-29,395.75,2,0
2549,2549,56,2025-01-29,2.07,2,0
3336,3336,56,2025-01-29,2446.40,2,0
3876,3876,56,2025-01-29,7223.00,2,0
541,541,57,2025-01-29,2805.09,2,0
804,804,57,2025-01-29,3155.08,2,0
1013,1013,57,2025-01-29,1860.94,2,0
1253,1253,57,2025-01-29,323.47,4,0
2240,2240,57,2025-01-29,362.98,2,0
3195,3195,57,2025-01-29,3848.97,2,0
3394,3394,57,2025-01-29,2043.20,2,0
3981,3981,57,2025-01-29,943.26,2,0
861,861,58,2025-01-29,35.54,2,0
1064,1064,58,2025-01-29,508.62,2,0
1936,1936,58,2025-01-29,4093.44,2,0
2148,2148,58,2025-01-29,3766.43,2,0
3262,3262,58,2025-01-29,1540.75,2,0
3704,3704,58,2025-01-29,3870.77,2,0
3812,3812,58,2025-01-29,3994.58,2,0
3977,3977,58,2025-01-29,7869.06,2,0
4376,4376,58,2025-01-29,24.50,2,0
4826,4826,58,2025-01-29,8074.69,2,0
3036,3036,59,2025-01-29,13408.47,2,0
3932,3932,59,2025-01-29,774.88,2,0
4199,4199,59,2025-01-29,78.54,2,0
4358,4358,59,2025-01-29,60.60,2,0
2858,2858,60,2025-01-29,37.02,2,0
126,126,61,2025-01-29,45.16,2,0
224,224,61,2025-01-29,9698.99,2,0
298,298,61,2025-01-29,6026.74,2,0
441,441,61,2025-01-29,1575.09,2,0
549,549,61,2025-01-29,225.71,2,0
1179,1179,61,2025-01-29,1111.31,2,0
1916,1916,61,2025-01-29,342.59,2,0
3601,3601,61,2025-01-29,772.73,2,0
4035,4035,61,2025-01-29,14198.93,2,0
4325,4325,61,2025-01-29,324.21,2,0
4896,4896,61,2025-01-29,272.24,2,0
1898,1898,62,2025-01-29,19.57,2,0
2224,2224,62,2025-01-29,5229.94,4,0
2310,2310,62,2025-01-29,2738.22,2,0
2397,2397,62,2025-01-29,2799.51,2,0
3422,3422,62,2025-01-29,29.37,2,0
4508,4508,62,2025-01-29,108.47,2,0
699,699,63,2025-01-29,19187.61,2,0
801,801,63,2025-01-29,681.28,2,0
987,987,63,2025-01-29,459.74,2,0
1393,1393,63,2025-01-29,9186.35,2,0
1414,1414,63,2025-01-29,1169.14,2,0
2319,2319,63,2025-01-29,2578.66,2,0
2819,2819,63,2025-01-29,657.20,2,0
3838,3838,63,2025-01-29,18517.31,2,0
657,657,64,2025-01-29,10.48,2,0
1982,1982,64,2025-01-29,157.54,2,0
4622,4622,64,2025-01-29,1649.88,2,0
1436,1436,65,2025-01-29,283.15,2,0
1578,1578,65,2025-01-29,37.82,2,0
1821,1821,65,2025-01-29,448.07,2,0
1942,1942,65,2025-01-29,105.42,2,0
2150,2150,65,2025-01-29,5583.86,2,0
2497,2497,65,2025-01-29,564.28,2,0
3073,3073,65,2025-01-29,1662.57,2,0
3193,3193,65,2025-01-29,1237.15,2,0
4036,4036,65,2025-01-29,6127.18,2,0
4318,4318,65,2025-01-29,18473.93,2,0
9,9,66,2025-01-29,918.47,2,0
593,593,66,2025-01-29,120.13,2,0
821,821,66,2025-01-29,102.78,4,0
869,869,66,2025-01-29,135.66,2,0
1046,1046,66,2025-01-29,317.34,2,0
3170,3170,66,2025-01-29,1470.41,2,0
3758,3758,66,2025-01-29,46.19,2,0
1666,1666,67,2025-01-29,39.14,2,0
2762,2762,67,2025-01-29,1019.03,2,0
2787,2787,67,2025-01-29,102.87,2,0
3421,3421,67,2025-01-29,32.64,2,0
3890,3890,67,2025-01-29,200.12,2,0
4624,4624,67,2025-01-29,109.44,2,0
4894,4894,67,2025-01-29,10008.14,2,0
350,350,68,2025-01-29,79.53,2,0
384,384,68,2025-01-29,2098.44,2,0
718,718,68,2025-01-29,14607.72,2,0
2251,2251,68,2025-01-29,14845.71,2,0
3858,3858,68,2025-01-29,1345.61,2,0
4883,4883,68,2025-01-29,3110.98,2,0
387,387,69,2025-01-29,73.44,2,0
2036,2036,69,2025-01-29,34.06,2,0
3165,3165,69,2025-01-29,8568.82,2,0
278,278,70,2025-01-29,34.47,2,0
1360,1360,70,2025-01-29,1164.24,2,0
4076,4076,70,2025-01-29,700.16,2,0
159,159,71,2025-01-29,230.45,2,0
415,415,71,2025-01-29,222.05,2,0
1101,1101,71,2025-01-29,9278.43,4,0
1604,1604,71,2025-01-29,2429.85,2,0
2600,2600,71,2025-01-29,83.52,2,0
2811,2811,71,2025-01-29,281.82,2,0
2970,2970,71,2025-01-29,2069.20,2,0
3285,3285,71,2025-01-29,244.60,2,0
4533,4533,71,2025-01-29,153.57,4,0
4747,4747,71,2025-01-29,16562.99,2,0
4947,4947,71,2025-01-29,7133.43,2,0
11,11,72,2025-01-29,204.96,4,0
287,287,72,2025-01-29,14349.13,2,0
713,713,72,2025-01-29,1684.67,2,0
1454,1454,72,2025-01-29,4923.59,2,0
1945,1945,72,2025-01-29,2707.25,2,0
1977,1977,72,2025-01-29,2121.45,2,0
2159,2159,72,2025-01-29,2799.28,2,0
2231,2231,72,2025-01-29,51.74,2,0
3531,3531,72,2025-01-29,3889.56,2,0
4316,4316,72,2025-01-29,34.49,2,0
4423,4423,72,2025-01-29,1205.91,2,0
993,993,73,2025-01-29,4729.89,2,0
1589,1589,73,2025-01-29,2190.80,2,0
1932,1932,73,2025-01-29,8942.66,4,0
3190,3190,73,2025-01-29,16.65,2,0
3460,3460,73,2025-01-29,7211.64,2,0
3733,3733,73,2025-01-29,71.13,2,0
3792,3792,73,2025-01-29,624.87,2,0
3924,3924,73,2025-01-29,19.55,2,0
4836,4836,73,2025-01-29,1212.80,2,0
4885,4885,73,2025-01-29,824.45,2,0
470,470,74,2025-01-29,724.12,2,0
498,498,74,2025-01-29,58.60,2,0
1705,1705,74,2025-01-29,243.10,2,0
2235,2235,74,2025-01-29,1446.82,2,0
3091,3091,74,2025-01-29,369.93,2,0
4444,4444,74,2025-01-29,1007.86,2,0
4462,4462,74,2025-01-29,1591.22,2,0
4506,4506,74,2025-01-29,15353.69,4,0
4547,4547,74,2025-01-29,1955.62,4,0
4569,4569,74,2025-01-29,4700.42,2,0
216,216,75,2025-01-29,15918.93,2,0
625,625,75,2025-01-29,517.91,2,0
1694,1694,75,2025-01-29,225.78,2,0
1941,1941,75,2025-01-29,60.43,2,0
2229,2229,75,2025-01-29,52.46,2,0
2264,2264,75,2025-01-29,1126.51,2,0
2577,2577,75,2025-01-29,2482.41,2,0
4145,4145,75,2025-01-29,18691.46,2,0
4421,4421,75,2025-01-29,999.19,2,0
4745,4745,75,2025-01-29,2000.18,4,0
442,442,76,2025-01-29,2441.49,2,0
551,551,76,2025-01-29,9200.40,2,0
1556,1556,76,2025-01-29,12079.12,2,0
1766,1766,76,2025-01-29,106.49,2,0
2822,2822,76,2025-01-29,20.91,2,0
2875,2875,76,2025-01-29,1864.92,2,0
4982,4982,76,2025-01-29,833.59,2,0
4999,4999,76,2025-01-29,36.59,2,0
153,153,77,2025-01-29,77.33,2,0
323,323,77,2025-01-29,2569.48,2,0
1106,1106,77,2025-01-29,119.50,2,0
1319,1319,77,2025-01-29,67.02,2,0
1381,1381,77,2025-01-29,2720.75,2,0
1385,1385,77,2025-01-29,3335.97,2,0
2666,2666,77,2025-01-29,38.41,2,0
3146,3146,77,2025-01-29,8219.76,2,0
4029,4029,77,2025-01-29,753.80,2,0
4075,4075,77,2025-01-29,8965.85,2,0
4821,4821,77,2025-01-29,228.84,2,0
4823,4823,77,2025-01-29,296.33,2,0
741,741,78,2025-01-29,14282.49,2,0
1021,1021,78,2025-01-29,2597.40,2,0
1092,1092,78,2025-01-29,1206.20,2,0
2285,2285,78,2025-01-29,3155.61,4,0
2663,2663,78,2025-01-29,7868.19,2,0
2774,2774,78,2025-01-29,2503.14,2,0
2783,2783,78,2025-01-29,334.84,2,0
2925,2925,78,2025-01-29,1646.18,2,0
3104,3104,78,2025-01-29,346.57,2,0
3214,3214,78,2025-01-29,2533.63,2,0
3551,3551,78,2025-01-29,5972.14,2,0
3688,3688,78,2025-01-29,1247.83,4,0
3721,3721,78,2025-01-29,643.89,2,0
4082,4082,78,2025-01-29,0.77,2,0
473,473,79,2025-01-29,58.10,2,0
571,571,79,2025-01-29,6011.97,2,0
995,995,79,2025-01-29,247.96,4,0
1613,1613,79,2025-01-29,111.05,2,0
2501,2501,79,2025-01-29,6386.27,2,0
3113,3113,79,2025-01-29,131.56,2,0
3354,3354,79,2025-01-29,11716.10,4,0
1153,1153,80,2025-01-29,1233.40,2,0
1413,1413,80,2025-01-29,546.03,2,0
1902,1902,80,2025-01-29,5333.83,2,0
2099,2099,80,2025-01-29,3448.20,2,0
4061,4061,80,2025-01-29,549.09,2,0
1176,1176,81,2025-01-29,3288.11,2,0
1723,1723,81,2025-01-29,3307.48,2,0
2211,2211,81,2025-01-29,10734.55,2,0
2917,2917,81,2025-01-29,24.07,2,0
3223,3223,81,2025-01-29,5.28,2,0
3579,3579,81,2025-01-29,0.46,2,0
3,3,82,2025-01-29,47.51,2,0
210,210,82,2025-01-29,645.80,2,0
937,937,82,2025-01-29,4459.94,2,0
1643,1643,82,2025-01-29,1254.54,2,0
1955,1955,82,2025-01-29,4990.45,2,0
2381,2381,82,2025-01-29,3846.54,2,0
2603,2603,82,2025-01-29,2147.20,2,0
3226,3226,82,2025-01-29,568.91,2,0
4157,4157,82,2025-01-29,1428.34,2,0
4329,4329,82,2025-01-29,120.66,2,0
4344,4344,82,2025-01-29,8511.87,2,0
2884,2884,83,2025-01-29,1552.33,2,0
3011,3011,83,2025-01-29,478.73,2,0
3937,3937,83,2025-01-29,1250.89,2,0
4081,4081,83,2025-01-29,413.54,2,0
324,324,84,2025-01-29,19.60,2,0
622,622,84,2025-01-29,157.79,2,0
754,754,84,2025-01-29,2333.07,2,0
2128,2128,84,2025-01-29,2587.14,2,0
3067,3067,84,2025-01-29,34.65,2,0
4432,4432,84,2025-01-29,290.72,2,0
854,854,85,2025-01-29,9325.80,2,0
1199,1199,85,2025-01-29,188.30,2,0
2826,2826,85,2025-01-29,30.78,2,0
2952,2952,85,2025-01-29,3260.18,2,0
3141,3141,85,2025-01-29,19683.47,2,0
3194,3194,85,2025-01-29,17682.38,2,0
4223,4223,85,2025-01-29,455.20,2,0
4544,4544,85,2025-01-29,3683.59,2,0
228,228,86,2025-01-29,855.07,2,0
417,417,86,2025-01-29,414.98,2,0
499,499,86,2025-01-29,794.99,2,0
739,739,86,2025-01-29,2130.62,4,0
1037,1037,86,2025-01-29,2822.26,4,0
2793,2793,86,2025-01-29,3519.24,2,0
3982,3982,86,2025-01-29,5290.10,2,0
4040,4040,86,2025-01-29,13.41,2,0
315,315,87,2025-01-29,3564.99,4,0
607,607,87,2025-01-29,2994.88,2,0
1712,1712,87,2025-01-29,112.66,2,0
2847,2847,87,2025-01-29,11094.37,2,0
3006,3006,87,2025-01-29,2.02,2,0
4522,4522,87,2025-01-29,4.40,2,0
4808,4808,87,2025-01-29,1756.71,2,0
127,127,88,2025-01-29,261.84,2,0
149,149,88,2025-01-29,41.74,2,0
1327,1327,88,2025-01-29,81.28,2,0
1993,1993,88,2025-01-29,1151.01,2,0
3206,3206,88,2025-01-29,1060.24,2,0
3376,3376,88,2025-01-29,3978.80,2,0
4491,4491,88,2025-01-29,6457.50,2,0
506,506,89,2025-01-29,138.49,2,0
1958,1958,89,2025-01-29,3318.21,2,0
2677,2677,89,2025-01-29,3984.90,2,0
2812,2812,89,2025-01-29,140.23,2,0
2852,2852,89,2025-01-29,874.41,2,0
3182,3182,89,2025-01-29,5541.08,2,0
4237,4237,89,2025-01-29,99.16,2,0
4645,4645,89,2025-01-29,9428.25,2,0
